Código,Descripción
42281524,Equipos de esterilizacion y accesorios
42281602,Soluciones de glutaraldehida
42281603,Desinfectantes de los instrumentos medicos
42281604,Desinfectantes de la superficie medica
42281704,Detergentes o limpiadores de los instrumentos
42281705,Equipo de lavar el desinfectante de los instrumentos
42281709,Cepillos de limpieza de esterilizacion
42281711,Desincrustantes  de esterilizacion
42281712,Equipo ultrasonico de limpieza
42281804,Controles de esterilizacion
42281806,Tiras indicadores de esterilizacion
42281807,Cintas indicadores de esterilizacion
42281808,Papeles u hojas de esterilizacion
42281901,Mangos o carritos para bolsitas o envolturas de esterilizacion
42281905,Selladores de calor de esterilizacion
42281915,Bobinas de esterilizacion
42281916,Bolsas de esterilizacion
42291501,Molinillos quirurgicos de los huesos o productos relacionados
42291604,Sierras de mano
42291606,Cincel o gubia quirurgico
42291607,Curetas quirurgicas
42291611,Raspas quirurgicas
42291613,Escalpelos
42291614,Tijeras quirurgicas
42291620,Trocares quirurgicos para uso general o accesorios
42291623,Periosteotomos y osteotomo
42291701,Taladros quirurgicos de mano o rotatorios
42291703,Perforadoras quirurgicas y accesorios
42291704,Brocas o portabrocas quirurgicos
42291706,Fresas quirurgicas o sus accesorios
42291707,Kits de craneotomia
42291801,Aplicadores de bandas ligadoras quirurgicas o bandas o productos relacionados
42291802,Abrazaderas
42292102,Extractores quirurgicos
42292201,Aproximadores quirurgicos
42292202,Compresores quirurgicos
42292402,Troqueles quirurgicos o accesorios
42292501,Tampones quirurgicos
42292502,Martillos o mazos quirurgicos
42292504,Prensas quirurgicas
42292601,Dilatadores quirurgicos o accesorios
42292603,Sondas o directores quirurgicos
42292701,Disectores quirurgicos
42292702,Elevadores o palancas quirurgicos
42292704,Piquetas quirurgicas
42292802,Instrumentos quirurgicos de marcar de uso general
42292904,Sutura quirurgica o agarradores de alambre o productos relacionados
42293001,Calibradores o reglas quirurgicos
42293102,Ganchos quirurgicos de retractacion
42293108,Estabilizadoras quirurgicas
42293112,Retractores cardiovasculares o toracicos y accesorios
42293119,Retractores abdominales
42293124,Retractores neurologicos
42293131,Retractores de parpados
42293301,Distractores y extendedores y separadores quirurgicos
42293302,Separadores quirurgicos
42293303,Especula quirurgica
42293401,Guias quirurgicas
42293405,Instrumentos quirurgicos de manipulacion
42293501,Canulas o piezas de mano o quistotomes o puntas de irrigacion y succion quirurgica o productos relacionados
42293504,Suministros o accesorios de aspiracion o irrigacion oftalmica
42293505,Sondas de drenaje para la aspiracion quirurgica
42293506,Peras de aspiracion quirurgicas
42293508,Suministros y accesorios de irrigacion o aspiracion otorrinolaringologica
42293602,Obturadoras quirurgicas
42293603,Sondas quirurgicas
42294002,Espatulas quirurgicos
42294102,Dispositivos de traccion del craneo o productos relacionados
42294201,Juegos de instrumentos quirurgicos toracicos y cardiovasculares
42294203,Juegos de instrumentos quirurgicos generales
42294205,Juegos de instrumentos neuroquirurgicos o espinales o accesorios
42294211,Costumbre quirurgica o instrumento de especialidad o bandejas de procedimiento
42294215,Sets de instrumentos quirurgicos de craneotomia
42294218,Sets de instrumentos quirurgicos de otorrinolaringologia
42294305,Unidades de vacio y accesorios de biopsia de invasiva minima del pecho
42294306,Agujas mamarias de localizacion
42294501,Conformadores o capas protectoras para cirugia oftalmica
42294503,Anillos de fijacion para cirugia oftalmica
42294504,Instrumentos para la membrana intraocular para cirugia oftalmica
42294510,Esponjas para cirugia oftalmologica
42294511,Bisturies
42294512,Protectores oculares o sus accesorios
42294513,Kits de vitrectomia oftalmologica y accesorios
42294518,Sets de colocacion de enganches opticos
42294521,Componentes de sujecion escleral
42294522,Sets de parches oftalmologicos para el lacrimal
42294523,Suministros para la cirugia oftalmologica o sus productos relacionados
42294524,Imanes oculares para cirugia oftalmologica
42294525,Sets de instrumentos medicos oftalmologicos
42294701,Maquinas de corazon y pulmon o accesorios
42294702,Bombas de globo intraaortico o accesorios
42294703,Dispositivos de succion intracardiaca o accesorios
42294707,Juegos de cardioplegia
42294713,Oxigenadores de perfusion o accesorios
42294717,Dispositivos de ayuda ventricular
42294722,Sets de drenaje ventricular
42294801,Endoscopios o accesorios o productos relacionados
42294804,Resectoscopios
42294805,Laparoscopios o telescopios laparoscopicos
42294807,Esfinterotomos endoscopicos
42294901,Posicionadores o sujetadores de instrumento o endoscopio
42294903,Agujas de biopsia o de aspiracion endoscopica
42294907,Cepillos de microbiologia o citologia endoscopicos
42294909,Dilatores o dispositivos de inflacion o productos relacionados
42294912,Sistemas endoscopicos de gestion de fluido o accesorios
42294914,Juegos de instrumentos endoscopicos
42294919,Introductores o alambres de guia o alambres deslizadores endoscopicos
42294926,Sobretubos endoscopicos
42294928,Sondas endoscopicas
42294933,Puntas endoscopicas de irrigacion o succion o sondas de coagulacion o accesorios
42294934,Dispositivos endoscopicos de sutura
42294935,Agujas de puncion
42294936,Elementos de trabajo o canales de trabajo endoscopicos
42294943,Unidades de valvula endoscopica
42294944,Equipos o accesorios para endoscopia
42294945,Esponjas endoscopicas
42295004,Equipo endoscopico o carritos de procedimiento o accesorios
42295009,Fuentes de luz quirurgica endoscopica o cables o accesorios
42295011,Camaras video endoscopicas o grabadoras o adaptadores o accesorios
42295013,Protectores o tapas para la punta del endoscopio
42295015,Lentes endoscopicas
42295102,Equipo de criocirugia o accesorios
42295103,Mesas para procedimiento de pacientes en la sala de partos o seccion de cesarea o accesorios o productos relacionados
42295104,Equipo electro quirurgico o electro cauterio o accesorios o productos relacionados
42295108,Mesas de fractura de paciente de la sala de operacion o mesas ortopedicas o accesorios o productos relacionados
42295112,Mesas de procedimiento de la sala de operacion o accesorios o productos relacionados
42295114,Equipo de facoemulsificacion o de extrusion o accesorios para cirugia oftalmica
42295119,Lasers quirurgicos o accesorios
42295121,Microscopios o recodos o aumentadores quirurgicos o accesorios
42295123,Maquinas quirurgicas de succion o de extractores de vacio o aspiradoras quirurgicas ultrasonicas o reguladoras o accesorios
42295126,Equipo quirurgico de fraga tome retinal vitreo o accesorios para cirugia oftalmica
42295127,Equipo de microcirugia o accesorios
42295129,Dosificadores de medicamentos para quirofano o productos relacionados
42295132,Estuches para instrumentos quirurgicos o accesorios
42295137,Equipo
42295201,Dermatomes o dermabraders o dermameshers quirurgicos o accesorios
42295202,Sierras quirurgicas o taladros o impulsores de clavija neumaticos o de pila o electricos o accesorios
42295301,Sopladores o misters o accesorios quirurgicos del arterio coronario
42295303,Cateteres o conectadores o accesorios quirurgicos de perfusion
42295305,Torniquetes quirurgicos o ocluderes vasculares o ligatores o accesorios
42295401,Lapices quirurgicos de cauterio operados con pila
42295403,Dispositivos de fijacion internos o externos
42295406,Bastoncillos
42295407,Mascaras de paciente para uso quirurgico
42295408,Cepillos de fregado para las manos del cirujano o soluciones o accesorios
42295412,Cemento quirurgico de hueso o sistemas de mezclado o accesorios
42295413,Cepillos quirurgicos para canales
42295416,Evacuadores quirurgicos
42295417,Asas de luces quirurgicas o tapas
42295420,Cateteres
42295424,Equipos quirurgicos de afeitar o navajas o chiquillos de preparacion
42295427,Cepillos quirurgicos de instrumento esteril o estilets de instrumento o limpiainstrumentos
42295428,Tubos de succion o irrigacion quirurgica
42295433,Cateteres quirurgicos urologicos o accesorios
42295435,Protectores o cobertores para oidos
42295440,Adaptadores de cateteres endoscopicos
42295453,Drenajes quirurgicos
42295461,Adhesivos de tejidos
42295501,Implantes vasculares
42295504,Implantes neuroquirurgicos
42295507,Implantes ortopedicos o alambres quirurgicos
42295508,Implantes o ajustes otolaryngologicos
42295509,Implantes cosmeticos o plasticos o expansionadores o ajustes de tejido
42295513,Productos quirurgicos de barrera de tisu o de malla
42295515,Implantes de tejido sintetico
42295517,Extensores cardiovasculares
42301502,Maniquis humanos anatomicos para formacion y estudios de medicina
42301506,Estetoscopios de auriculares duales
42311503,Rodillos de vendas
42311504,Vendas o vendajes para el cuidado de quemaduras
42311505,Vendas o vendajes para uso general
42311506,Vendas o apositos compresores
42311511,Vendas y gasas
42311526,Vendas 
42311532,Apositos secos
42311601,Esponjas de gelatina absorbables
42311602,Cera de hueso
42311603,Celulosa oxidizada
42311702,Cintas umblicas para infantes
42311703,Cintas medicas o quirurgicas para union de la piel
42311708,Cintas adhesivas medicas y quirurgicas para el uso general
42311901,Accesorios para el drenaje medico de incision
42311903,Drenaje medico de incision
42312001,Cierre de piel de mariposa
42312002,Grampas para cierre de piel
42312005,Adhesivos o colas para el cierre de piel
42312007,Grampas medicas para uso interno
42312009,Grapadoras para uso interno
42312010,Grapadoras para cierre de piel
42312101,Adhesivos para aparatos de ostomia y accesorios
42312114,Kits de ventriculostomia
42312115,Mangueras de drenaje
42312201,Sutura y accesorios
42312202,Equipos o bandejas o paquetes o juegos de sutura
42312206,Agujas de sutura
42312301,Absorbedores para limpiar la herida
42312312,Bandejas de cuidado o limpieza cutaneos
42312313,Soluciones para la limpieza de heridas
42312502,Fajas de sujecion abdominal
43191501,Telefonos moviles y accesorios
43191502,Buscapersonas
43191504,Telefonos fijos
43191507,Telefonos para usos especiales
43191508,Telefonos digitales
43191509,Telefonos analogicos o convencionales
43191601,Carcasas de telefono movil
43191602,Marcadores telefonicos
43191603,Cordones prolongadores de telefono
43191606,Microtelefonos
43191607,Almohadillas de altavoz y oidos de auriculares telefonicos
43191608,Tubos de voz de auriculares telefonicos
43191609,Accesorios telefonicos
43191611,Protectores de lineas telefonicas y de datos
43191618,Unidades de grabacion de conversaciones
43191619,Dispositivos de senalizacion para comunicaciones
43191624,Lector de tarjetas para telefonos publicos de previo pago
43201401,Tarjetas aceleradoras de video o graficos
43201402,Tarjetas de modulo de memoria
43201403,Tarjetas de modem
43201404,Tarjetas de interfaz de red
43201405,Tarjetas de recepcion
43201406,Tarjetas de transmision de redes opticas y otras
43201410,Tarjetas o puertos de conmutacion
43201502,Tarjetas aceleradoras de sonido
43201503,Procesadores de unidad central de procesamiento (CPU)
43201508,Modulos varios
43201513,Placas base
43201522,Tarjetas de puerto en paralelo
43201531,Tarjetas de entrada de video
43201537,Servidores de impresora
43201538,Ventiladores de unidad central de procesamiento (CPU) u otros tipos de ventilador de enfriamiento de fuentes
43201550,Dispositivo de sincronizacion de paquetes de datos de red
43201552,Adaptadores de telefonia o hardware
43201553,Transceptores y convertidores de soporte
43201602,Chasis del equipo de red y accesorios
43201604,Bandejas o modulos de equipo electronico
43201609,Conjuntos o bandejas de dispositivos de almacenamiento
43201802,Conjuntos de discos duros
43201803,Discos duros y accesorios
43201806,Bloques de cintas
43201809,CD de lectura y escritura
43201811,DVD de lectura y escritura
43201902,Disco optico y accesorios
43202001,Discos compactos (CD)
43202002,Cintas virgenes
43202004,Diskettes
43202005,Dispositivos de almacenamiento de memoria flash
43202102,Cajas de disquetes
43202206,Componentes de dispositivo de entrada o unidad de almacenamiento
43202213,Dispositivos varios
43211501,Servidores y accesorios
43211502,Equipos / ordenadores especiales
43211503,Computadoras de mano / bolsillo
43211506,Computadoras cliente delgado
43211508,Computadoras personales (PC)
43211509,Computadoras portatiles y accesorios
43211601,Cajas de conmutacion de computadores o gabinete y accesorios
43211602,Puestos de amarre
43211606,Equipos multimedia
43211607,Altavoces del computador
43211608,Equipo codificador-decodificador
43211701,Equipo de lector de codigo de barras
43211702,Lectores de tarjeta magnetica
43211706,Teclados y accesorios
43211708,Mouse o raton de computador
43211711,Scanners
43211714,Equipo de identificacion
43211715,Terminales portatiles de entrada de datos
43211719,Microfonos de voz para computador
43211802,Almohadillas de raton
43211901,Monitores de tubo de rayo catodico (CRT)
43211902,Monitores o pantallas de visualizacion en cristal liquido (LCD)
43211903,Monitores de pantalla tactil
43211904,Pantallas LED
43212001,Filtros para pantallas de computador
43212101,Impresoras de bandas
43212102,Impresoras de matriz de puntos
43212104,Impresoras de chorro de tinta
43212105,Impresoras de laser
43212106,Impresoras matricial y accesorios
43212110,Impresoras multifuncion
43212111,Impresoras de tarjetas platicas
43212112,Impresoras de recibos de punto de venta (POS)
43212113,Impresoras de etiquetas o discos compactos (CD)
43212114,Impresoras de imagenes digitales
43221501,Sistemas automatizados de operadora
43221505,Identificador de llamada
43221510,Reenviador o desviador de llamadas telefonicas
43221515,Dispositivos de linea telefonica compartida
43221516,Monitores de estado de linea telefonica
43221518,Dispositivos de restriccion interurbana de equipos de telefonia
43221519,Sistemas de buzon de voz
43221521,Unidad terminal remota y accesorios
43221601,Splitter de sistema cautivo de servicio telefonico convencional (POTS) 
43221602,Cuadro de splitter cautivo de oficina de abonado de linea digital (DSL)
43221603,Componentes y equipos varios de acceso (DSL)
43221702,Equipo de acceso de television
43221706,Antenas de radio y accesorios
43221707,Equipo basico de microondas
43221712,Antenas de satelite y accesorios
43221718,Antenas y radares
43221720,Antenas de automocion
43221721,Equipo de comunicacion y accesorios
43221801,Amplificadores opticos
43221803,Adaptadores o acoples opticos
43221806,Equipo de red de fibra optica
43221807,Filtros de multiplexacion en longitudes de onda densa (DWDM) de telecomunicaciones
43222501,Equipo de seguridad de red de firewall
43222503,Equipo de seguridad de evaluacion de vulnerabilidad
43222609,Routers de red
43222610,Concentradores de servicio de red
43222611,Unidades de servicio de datos
43222615,Conmutador de red de area de almacenamiento (SAN)
43222619,Equipo de red de video
43222620,Conmutador multiservicio
43222628,Modem
43222631,Estaciones de base de fidelidad inalambrica (WiFi)
43222805,Equipo de central privada conectada a la red publica (PBX)
43222817,Repetidores de telecomunicaciones
43222819,Paneles de conexion de puertos
43222821,Panel de conexiones
43222825,Accesorios de comunicacion
43222901,Acondicionadores de linea
43223106,Componentes y equipo de red de acceso inalambrico UMTS 3G
43223108,Componentes y equipo de red de acceso inalambrico WLAN
43223198,Componentes y equipo de infraestructura de redes convergentes
43223199,Componentes y equipo de infraestructura de Plataforma IMS
43223204,Plataforma de comunicacion
43231501,Software de centro de llamadas o soporte tecnico
43231503,Software de gestion de adquisiciones y facturacion
43231505,Software de gestion de recursos humanos
43231507,Programas de gestion de proyectos
43231508,Programas de gestion de inventario
43231512,Software de gestion de licencias
43231601,Programas de contabilidad
43231604,Programas financieros
43232102,Software de retoque fotografico o grafico
43232103,Software de creacion/ edicion de video / audio
43232106,Programas de presentacion
43232107,Software de edicion y creacion de paginas Web
43232108,Software de programacion y calendario
43232111,Software de escaner o lector optico de caracteres (OCR)
43232112,Programas para edicion de oficina
43232202,Programas de gestion de documentos
43232299,Software de gestion de informacion identificatoria
43232304,Software del sistema de administracion de bases de datos
43232305,Software de creacion de informes de bases de datos
43232306,Software de consultas e interfaz de usuario de bases de datos
43232307,Software de extraccion de datos
43232309,Software de busqueda o recuperacion de informacion
43232311,Software de administracion de bases de datos orientado a objetos
43232401,Programas de gestion de configuracion
43232402,Software de entorno de desarrollo
43232408,Software de desarrollo de plataforma Web
43232502,Software de formacion basada en computador
43232604,Software de diseno asistido por computador (CAD)
43232605,Software analitico o cientifico
43232608,Logical de control industrial
43232609,Software de biblioteca
43232610,Software medico y laboratorial
43232611,Software de punto de venta (POS)
43232612,Software de simulaciones
43232701,Software de servidor de aplicaciones
43232801,Software de vigilancia de redes
43232803,Software de administracion de redes opticas
43232804,Software de administracion
43232901,Software de acceso
43232905,Software de LAN
43232910,Software de dispositivos inalambricos
43232911,Programas para emulacion de terminal de conectividad de red
43232912,Programas de acceso
43232914,Programas de modem
43233002,Software de sistema operativo de redes
43233004,Software de sistema operativo
43233201,Software de servidor de autenticacion
43233204,Software de equipos de red privada virtual (VPN) o de seguridad de red
43233205,Software de proteccion antivirus y de seguridad de transacciones
43233403,Software de compresion de datos
43233405,Software del sistema o de controladores de dispositivos
43233415,Software de copias de seguridad o archivado
43233501,Software de correo electronico
43233502,Software de video conferencia
43233504,Software de mensajeria instantanea
43233506,Software de creacion de mapas
43233508,Software de aplicacion especifica de operador de moviles
43233511,Software de servicios por ubicacion de movil
44101501,Fotocopiadoras
44101502,Aparatos de fax y accesorios
44101504,Escaner o Emisores digitales
44101505,Duplicadores digitales e insumos
44101601,Guillotina o Maquina para cortar papel 
44101602,Punzonadoras o maquinas encuadernadoras
44101603,Maquinas destructoras de papel
44101706,Fotoconductores o unidades de imagen
44101716,Perforadoras
44101801,Calculadoras y agendas electronicas
44101803,Maquinas contables
44101804,Cajas registradoras y accesorios
44101805,Cintas de calculadora
44101806,Cintas de caja registradora
44102001,Lamina para plastificar
44102302,Maquinas para envolver paquetes
44102402,Fechadores o numeradores
44102405,Etiquetadoras
44102406,Equipo de rotulacion y accesorios
44102407,Grabador en relieve
44102501,Maquinas contadoras de dinero y accesorios
44102502,Clasificadores
44102602,Maquinas de escribir
44102603,Ruedas impresoras
44102606,Cintas de maquina de escribir
44102801,Plastificadoras
44102906,Kit de limpieza para el computador o el equipamiento de oficina
44102909,Limpiadores de unidad de compact disc
44103004,Fusibles
44103103,Toner
44103105,Cartuchos de tinta
44103108,Reveladores para impresoras y fotocopiadoras
44103110,Cabezales de impresora
44103112,Cinta de tinta para impresora
44103116,Kits para recarga de tinta
44103117,Cintas para faxes
44103119,Papel de transferencia termica para copiadoras
44103121,Accesorios de fotocopiadora
44103201,Maquinas o Equipo registrador de horas trabajadas
44103203,Cinta de repuesto de maquina de tarjeta de fichaje
44103204,Organizadores de fichas de control
44103205,Hojas o fichas de control
44103504,Canutillos metalicos o plasticos de encuadernacion
44103506,Cinta de encuadernacion
44103507,Kits de encuadernacion
44111502,Organizadores para cajones de escritorio
44111503,Bandejas de correspondencia
44111507,Sujetalibros
44111509,Porta objetos 
44111513,Soportes para diarios o calendarios
44111514,Organizadores de sellos
44111515,Organizadores o cajas de almacenamiento de archivos
44111517,Atriles
44111518,Tarjeteros
44111521,Sujetapapeles
44111603,Clasificadores de monedas
44111604,Envolturas de monedas o fajas para billetes
44111605,Alcancias o cajas para billetes
44111607,Archivadores de cheques
44111609,Suministros o detectores de billetes falsificados
44111614,Máquinas para manejo y embalado de billetes y accesorios
44111615,Bolsas de deposito
44111802,Laminas de dibujo
44111803,Compases
44111806,Transportadores
44111808,Reglas y Escuadras
44111809,Plantillas
44111901,Tableros o franelografos y accesorios
44111905,Pizarras de borrado en seco o accesorios
44111906,Pizarras de tiza o accesorios
44111907,Tablones de anuncios o accesorios
44111911,Pizarras blancas interactivas o accesorios
44112001,Libros de direcciones o recambios
44112002,Calendarios de escritorio o recambios
44112005,Agendas o recambios
44112007,Buzon de sugerencias
44121504,Sobres con ventanillas
44121505,Sobres especiales y manilas
44121506,Sobres estandar
44121509,Bolsas de correspondencia
44121604,Sellos
44121605,Carretes de cinta adhesiva
44121611,Punzones de ojales o papel
44121612,Cutters o recambios
44121613,Quitagrapa o Desgrapadora
44121615,Presilladora o grapadora
44121617,Abridores manuales de cartas
44121618,Tijeras
44121619,Sacapuntas
44121620,Lupa de escritorio
44121621,Almohadillas para tinta o sus accesorios
44121622,Humedecedores o mojadedos 
44121624,Regla
44121626,Dedales
44121627,Marcadores de libro
44121632,Afilador de tijeras y lapices
44121633,Suministradores de sellos
44121635,Portarrollos de cinta adhesiva
44121703,Plumas
44121704,Boligrafos
44121705,Portaminas
44121706,Lapiz
44121707,Lapices de colores
44121708,Marcadores
44121709,Lapices de cera o crayon
44121710,Tiza para escribir 
44121711,Rotuladores
44121713,Plumillas
44121714,Gomita de sujecion p/ dinero y otros
44121801,Cinta correctora
44121802,Liquido corrector
44121804,Borradores
44121806,Recambios para boligrafos y correctores
44121902,Tinta 
44121905,Mina para Portamina
44122001,Archivadores de fichas
44122002,Protectores de plástico
44122003,Tablas para sujetar
44122008,Separadores 
44122011,Carpetas para archivos
44122015,Bibliorato
44122016,Aprieta Papel
44122017,Carpetas colgantes o accesorios
44122018,Lenguetas o encartes de archivos
44122019,Cajas de archivo o accesorios
44122023,Portafolios
44122025,Tapas para encuadernacion 
44122026,Quitagrapas
44122027,Clasificadores de fuelle
44122101,Gomas elasticas
44122104,Clips para papel
44122106,Chinchetas y tachuelas
44122107,Grapas
44122109,Sujetadores para archivar
44122111,Ojalillos autoadhesivos
44122112,Fasteners de cabeza redonda o clavo p/ expediente
44122118,Fasteners
44122120,Espiral de encuadernacion
45101502,Impresoras offset
45101506,Impresoras / Reveladoras para serigrafia
45101509,Impresora rotativa de ultravioletas (UV)
45101511,Impresora Inkjet para aplicaciones comerciales de imprimir
45101603,Insumos para impresion offset
45101604,Procesadores de planchas de impresion offset
45101609,Rejillas para serigrafia
45101611,Racletas para serigrafia
45101702,Guillotinas de imprenta y accesorios
45101704,Cortadores de imprenta
45101707,Planchas de imprenta
45101903,Perforadoras de papel para Imprentas 
45111501,Atriles de pie
45111602,Lamparas de proyeccion
45111603,Pantallas de proyeccion
45111604,Proyectores de diapositivas
45111607,Retroproyectores
45111609,Proyectores multimedia y accesorios
45111616,Proyectores de video
45111617,Carrito para proyector de video o retroproyector
45111702,Equipo para sonido varios
45111704,Consolas de mezcla de sonidos
45111801,Sistemas de control de medios
45111805,Editores de video y sonido
45111809,Accesorios de soporte de television
45111901,Sistemas de audioconferencia
45111902,Sistemas de videoconferencia
45121503,Camaras desechables
45121504,Camaras digitales
45121515,Videocamaras portatiles
45121516,Videocamaras digitales
45121518,Kits de camara
45121520,Webcams
45121601,Flashes o iluminacion de camaras
45121602,Soportes para camaras
45121603,Lentes o filtros para camaras
45121605,Chasis de pantallas
45121609,Accesorios para camara
45121610,Cables de la camara
45121617,Bolsas de equipo fotografico
45121623,Controladores de camara
45121701,Accesorios de elaboracion fotografica / filmacion
45121801,Camaras para microfilmar
45121805,Componentes de camara de microfilmes o accesorios
45131501,Pelicula de color
45131604,Cintas de video virgenes
45141501,Solucion para revelado
46101501,Ametralladoras y Accesorios
46101502,Escopetas para policia o proteccion
46101503,Rifles o Fusiles y Accesorios
46101504,Pistola y Revolver
46101505,Rifles de aire o pistolas de aire
46101506,Piezas para revolveres y pistolas
46101601,Maquinarias y municiones
46101801,Fundas de arma y accesorios
46111501,Granadas u otros similares
46121505,Misiles antitanque
46141501,Lanzadores de misiles
46141502,Lanzadores de cohetes
46141599,Lanzadores de granadas
46151502,Cascos antidisturbios
46151503,Escudos antidisturbios
46151504,Equipo de proteccion corporal
46151505,Barreras
46151506,Equipos antidisturbios
46151507,Sistemas de control de formacion de colas
46151601,Manillas
46151604,Analizadores de alcohol
46151605,Detectores de armas o explosivos
46151606,Equipo de pruebas de narcoticos
46151607,Cordones de seguridad
46151703,Tinta de huellas dactilares
46151705,Rodillos de tinta de huellas dactilares o palmares
46151706,Kits para detectar / sacar huellas forenses latentes
46151707,Reveladores de huellas dactilares
46151708,Accesorios forenses
46151713,Productos quimicos para sacar huellas latentes
46151714,Armarios de secado de la evidencia - Destructor de evidencia
46151715,Equipo para huellas dactilares
46151799,Equipo de peritaje
46161504,Control de trafico
46161505,Parquimetros
46161508,Delimitadores o conos de trafico
46161509,Paradores de velocidad
46161510,Sistemas de barreras de vallas
46161601,Senalizaciones nauticas y accesorios
46171501,Candados
46171503,Juegos de cerraduras
46171505,Llaves
46171506,Cajas fuertes
46171507,Barras y accesorios de seguridad
46171508,Cerrojos numericos
46171509,Organizadores o armarios de llaves
46171511,Dispositivos de bloqueo
46171515,Estuches de llaves o llaveros
46171604,Sistemas de alarma
46171605,Timbres para puertas
46171606,Sirenas
46171608,Detectores de movimiento
46171609,Espejos de seguridad
46171610,Camaras de seguridad
46171612,Monitores de video
46171613,Detectores de gas
46171615,Camaras de potenciacion de la luz o aparatos de vision
46171617,Mirillas para puertas
46171618,Timbres de puerta
46171619,Sistemas de control de acceso o de seguridad
46171621,Grabadoras de sonido o video de vigilancia
46181501,Delantales protectores
46181502,Chalecos antibalas
46181503,Trajes de trabajo protectores
46181504,Guantes protectores
46181505,Rodilleras protectoras
46181506,Ponchos protectores
46181507,Chalecos de proteccion
46181508,Ropa ignifuga
46181509,Ropa protectora contra para materias peligrosas
46181514,Protectores de codos
46181516,Mangas de proteccion
46181517,Equipos de Entrenamiento personal
46181520,Protectores de piernas
46181522,Cubiertas de seguridad
46181525,Ropa impermeable protectora o ropa para ambiente humedo
46181527,Pantalones protectivos
46181528,Vestido protectivo
46181530,Dediles protectores
46181531,Ropa reflectante o accesorios
46181604,Botas de proteccion y accesorios
46181605,Zapatos de proteccion
46181606,Cubiertas de zapatos
46181701,Cascos protectores
46181702,Escudos/Protectores faciales
46181703,Caretas de soldador
46181704,Cascos de proteccion
46181705,Cascos de motocicleta
46181706,Piezas de casco o accesorios
46181803,Viseras oculares
46181810,Puestos de lavado de ojos o lavaojos
46181811,Lentes o gafas de proteccion
46181901,Protectores de oidos
46182001,Mascaras o accesorios
46182002,Respiradores
46182003,Mascaras de gas
46182004,Aparato respiratorio autonomo de suministro de aire de respiracion o accesorios
46182005,Mascaras o filtros de respirador o accesorios
46182208,Plantillas de zapato
46182306,Cinturones de seguridad y accesorios
46182501,Repelentes contra ataques
46191501,Detectores de humo y calor
46191504,Detectores de llama
46191505,Sistemas y equipos de alarma de incendio y control de accesos
46191601,Extintores
46191602,Sistemas de rociado automatico contra incendios
46191603,Mangueras o boquillas contra incendios y accesorios
46191605,Herramientas de mano para extincion de incendios
46191606,Espuma o compuestos similares para extincion de incendios
46191608,Sistema de apagado de incendios
46191610,Hidrantes - Cabezales de hidrantes
47101505,Equipo para manipulacion de cloro
47101507,Camaras de sedimentacion y accesorios
47101512,Mezcladores y agitadores
47101521,Equipo para tratamiento de agua
47101527,Trituradores de Residuos
47101529,Incineradores y Equipos
47101534,Distribuidores de aguas y equipos varios relacionados 
47101535,Equipo de eliminacion de lodos
47101536,Colectores de lodos
47101538,Digestores de fango o aguas residuales
47101602,Anti-incrustantes
47101603,Desincrustantes
47101608,Floculantes
47101609,Microbicidas
47101610,Compuestos para ablandamiento de agua
47101612,Polielectrolitos
47101613,Soluciones retardadoras
47111501,Lavadoras o secadoras para lavanderia combinadas
47111502,Lavadoras tipo lavanderia
47111503,Secadoras de ropa
47111601,Maquinas o prensas para planchado
47121501,Carros para limpieza
47121602,Aspiradores
47121603,Pulidores de suelo y accesorios
47121610,Maquina para lavar suelos
47121612,Barredora de suelos y accesorios
47121701,Bolsas de basura
47121702,Envases para residuos o forros rigidos
47121703,Urnas de fumar o accesorios
47121706,ceniceros
47121801,Plumeros
47121802,Equipo de fumigación
47121804,Cubos
47121805,Limpiadoras de presion o de vapor
47121806,Escurridor de fregasuelos u otros
47121807,embolo buzo de desague o inodoro
47121808,Equipo de limpiar tuberia o desagües
47121811,Limpiadoras Electricas
47121813,Organizador de Productos de Limpieza
47131501,Estopas
47131502,Bayetas o trapos
47131503,Gamuza o guanterias lavables
47131603,Esponjas u otros similares para limpieza
47131604,Escoba o Escobillon
47131605,Cepillos de limpieza
47131609,Mangos para escobas o fregonas
47131610,Aplicador de acabado de suelo
47131611,Recogebasuras
47131612,Gomas de repuesto
47131615,Cepillos de escoba
47131617,Mopas de polvo
47131618,Mopas humedas
47131619,Cabezas de fregona
47131703,Recipientes para residuos 
47131704,Equipo expendedor de Jabon de uso publico
47131707,Secadores de mano de uso publico
47131709,Dispensadores de papel para cara y manos
47131710,Dispensadores de papel higienico
47131711,Dispensador de productos limpiadores
47131802,Abrillantadores o acabados de suelos
47131803,Desinfectantes domesticos
47131805,Productos de Limpiar de uso general
47131808,Germicida seca
47131809,Productos para limpiar o pulir zapatos
47131810,Productos para lavar
47131811,Productos de lavanderia
47131814,Limpiadores o pulidores de metal
47131815,Limpiador de desague
47131816,Desodorantes de limpieza
47131818,Limpiadores de aire
47131819,Limpiadores causticos
47131821,Compuestos desengrasantes
47131824,Productos de limpieza de vidrio
47131825,Productos de limpieza de superficies de contacto
47131826,Productos de limpieza de alfombras o tapicerias
47131827,Quitamanchas
47131828,Productos de limpieza para automoviles
47131829,Productos de limpieza
47131830,Productos de limpieza de muebles
47131831,Acido muriatico
47131833,Esterilizadores de alimentos
47131909,Rollos o almohadillas absorbentes
